	User	Histories	Behaviors
4317	U4317	B191911 B82816 B29850 B211250 B143291 B8063 B83197 B149464 B183874	B43667-0 B180059-0 B144760-0 B70927-0 B7924-0 B207527-0 B164505-0 B62627-0 B36763-0 B64532-0 B94734-0 B61346-0 B101101-0 B147822-1 B130736-0 B153959-0 B63861-0 B6836-0 B170385-0 B149380-0
4318	U4318		
4319	U4319	B188182 B9834 B172222	B97238-0 B149951-0 B10873-0 B161930-0 B49425-0 B163539-0 B47429-0 B209777-0 B159715-0 B100263-0 B63010-0 B138521-0 B185147-0 B59834-0 B191201-0 B161659-0 B191799-0 B172226-0 B177685-0 B58775-0
4320	U4320		
4321	U4321	B167769 B13466 B92035 B160705	B131439-0 B93817-0 B207808-0 B127826-0 B162519-0 B21183-0 B196936-0 B206237-0 B61565-0 B193231-0 B125677-0 B126992-0 B91797-0 B161250-0 B183383-0 B159780-0 B126109-0 B59667-0 B30092-0 B56256-0
4322	U4322	B121952 B122577 B37882 B203766 B100120 B95853 B31047 B85871 B185393	B7046-0 B148398-0 B33867-0 B158030-0 B168433-0 B123866-0 B3663-0 B74170-0 B98875-0 B156311-1 B194798-0 B102243-0 B161641-0 B121260-0 B12290-0 B22227-0 B88408-1 B142246-0 B148957-0 B63158-0
4323	U4323	B44215 B150315 B58210 B202884 B82476 B116726 B210570	B153675-0 B132824-0 B146779-0 B150454-0 B31601-0 B28749-0 B98783-0 B107615-0 B30472-0 B120933-0 B121991-0 B141907-0 B143963-0 B57292-0 B45466-0 B1277-0 B507-0 B98048-0 B32838-0 B59842-0
4324	U4324	B3130 B52386 B105122	B98360-0 B168220-0 B6746-0 B96143-0 B146701-0 B163534-0 B58322-0 B210293-0 B117656-0 B118763-0 B33574-0 B135621-0 B18350-0 B196464-0 B21460-0 B46150-0 B84877-0 B107605-0 B148837-0 B42844-0
4325	U4325	B47049 B91779 B156030 B187487	B32215-0 B183274-0 B130605-0 B54336-0 B81497-0 B124906-0 B8104-0 B197017-0 B40520-0 B55578-0 B198948-0 B122096-0 B48852-0 B140154-0 B59572-0 B162601-0 B57567-0 B130589-0 B203183-0 B102211-0
4326	U4326	B186258 B189007 B74375	B107605-0 B97523-0 B19621-0 B116399-0 B183481-0 B180771-0 B69004-0 B6069-0 B13415-0 B47765-0 B2356-0 B73255-0 B68508-0 B15698-0 B55108-0 B116903-0 B97553-0 B193778-0 B172530-0 B36826-0
4327	U4327	B161373 B42944 B4191	B50432-0 B153533-0 B72320-0 B82546-0 B176587-0 B160968-0 B171133-0 B66273-0 B45376-0 B94137-0 B34519-0 B149131-0 B16911-0 B93469-0 B10445-0 B13807-0 B61204-0 B202778-0 B133308-0 B198271-0
4328	U4328	B141511 B123678 B185392	B123314-0 B32292-0 B131822-0 B195008-0 B40689-0 B53196-0 B118285-0 B101325-0 B86829-0 B4191-0 B30895-0 B164076-0 B137249-0 B172084-0 B113340-0 B98142-0 B1563-0 B30446-0 B9595-0 B212313-0
4329	U4329	B7448 B136222 B141907	B136811-0 B1160-0 B95717-0 B26382-0 B102680-0 B27661-0 B129381-0 B78827-0 B198275-0 B57508-0 B175959-0 B24120-0 B85871-0 B129942-0 B43865-0 B206941-0 B63591-0 B19641-0 B192715-0 B57994-0
4330	U4330	B183274 B64388 B9759 B22751 B150853 B42476 B209676	B107604-0 B120658-0 B123589-0 B171863-0 B120807-0 B9449-0 B119282-0 B7791-0 B111552-0 B119463-0 B199718-0 B49417-0 B8860-0 B12635-0 B191661-0 B22278-0 B37996-0 B187471-0 B23294-0 B105281-0
4331	U4331	B11830 B159645 B71190	B27875-0 B117219-0 B82159-0 B166019-0 B86788-0 B22853-0 B198886-0 B24175-0 B40154-0 B49560-0 B139423-0 B62638-0 B54487-0 B147951-0 B209720-0 B158983-0 B128329-0 B120658-0 B145761-0 B119105-0
4332	U4332	B95431 B106612 B108612 B52158	B59405-0 B67265-0 B76646-0 B40225-0 B29993-0 B6904-0 B128442-0 B55503-0 B138275-0 B11534-0 B120807-0 B200346-1 B183539-0 B37378-0 B196595-0 B78932-0 B22947-0 B51052-0 B40087-0 B52843-0
4333	U4333	B879 B11924 B29967	B211127-0 B48729-0 B146243-0 B192643-0 B177402-0 B59158-0 B196132-0 B131981-0 B135232-0 B135444-0 B55422-0 B74824-0 B135696-0 B59761-0 B40611-0 B95844-0 B59794-0 B189497-0 B94441-0 B146678-0
4334	U4334	B60972 B109985 B36607 B105148	B124022-0 B35633-0 B90936-0 B169810-0 B57498-0 B105114-0 B60512-0 B122883-0 B33723-0 B185073-0 B71143-0 B132782-0 B361-0 B166019-0 B9110-0 B145097-0 B30671-0 B99636-0 B111442-0 B117495-0
4335	U4335	B171861 B96575 B76785	B91821-0 B31632-0 B6755-0 B140078-0 B30513-0 B6660-0 B183665-0 B21868-0 B33160-0 B201749-0 B103531-0 B49993-0 B20912-0 B116310-0 B57010-0 B23548-0 B41159-0 B146577-0 B48349-0 B96066-0
4336	U4336	B52341	B144905-0 B134686-0 B183611-0 B195521-0 B15396-0 B30250-0 B210086-0 B196170-0 B38468-0 B79309-0 B170163-0 B160501-0 B136013-0 B51164-0 B145448-0 B205625-0 B170530-0 B34192-0 B53716-0 B19174-0
4337	U4337	B8063 B24261 B87732 B38607 B143291 B3968	B91133-0 B9582-0 B195082-0 B12140-0 B134298-0 B190147-0 B111628-0 B101445-0 B118150-0 B101518-0 B30446-0 B149681-0 B54885-0 B13876-0 B38884-0 B164938-0 B128278-0 B49102-0 B118499-0 B80625-0
4339	U4339	B153024 B193334 B210570 B2302 B198641 B146311 B172012 B196109 B3779 B152527	B128263-0 B24751-0 B161260-0 B80384-0 B135865-0 B70206-0 B105674-0 B196909-0 B98015-0 B196149-0 B15485-1 B34258-0 B145636-0 B45536-0 B42213-0 B68135-0 B47627-0 B174659-0 B197064-0 B119765-0
4340	U4340	B176587 B125500 B38468	B28467-0 B189030-0 B210493-0 B112939-0 B51408-0 B35159-0 B29515-0 B6365-0 B1967-0 B23613-0 B147136-0 B132778-0 B62536-0 B49113-0 B161559-0 B134734-0 B51263-0 B95627-0 B184369-0 B146577-0
4341	U4341	B203181 B31299 B45402 B9695 B24810 B193937	B48034-0 B196090-0 B153193-0 B167474-0 B166275-0 B183689-0 B191558-0 B145198-0 B36219-0 B67233-0 B51052-0 B38882-0 B134289-0 B1659-0 B3072-0 B154224-0 B134806-0 B100879-0 B48702-0 B102747-0
4342	U4342		
4343	U4343	B194047 B24097 B164544 B178225 B172362 B24801 B23138 B81942 B127004 B128490 B55839 B53960 B113858	B866-0 B86950-0 B198656-0 B120006-0 B33329-0 B164804-0 B18350-0 B150239-0 B54755-0 B191038-0 B47857-0 B196090-0 B179332-0 B149119-0 B69521-0 B56029-0 B184240-0 B73807-0 B7146-0 B109706-0
4344	U4344	B107117 B120367 B151345 B185777 B152527	B140079-0 B189240-0 B46582-0 B162133-0 B106237-0 B38954-0 B135111-0 B162280-0 B17438-0 B206104-0 B58757-1 B142163-0 B109751-0 B179092-0 B106620-0 B28078-0 B17096-0 B173887-0 B30446-0 B62584-0
4345	U4345	B90496 B38833 B47768	B45131-0 B26804-0 B199059-0 B39105-0 B148052-0 B9182-0 B72960-0 B32504-0 B133464-0 B15310-0 B175151-0 B56749-0 B3331-0 B55737-0 B167968-0 B157998-0 B50525-0 B41953-0 B158124-0 B162094-0
4346	U4346	B154353 B179017 B57371 B5369 B191201	B157993-0 B166507-0 B211207-0 B180074-0 B155485-0 B158326-0 B179629-0 B209095-0 B8227-0 B99264-0 B168621-0 B157805-0 B7420-0 B100627-0 B58609-0 B27498-0 B188199-0 B17919-0 B123320-0 B91721-0
4347	U4347	B185773 B6746 B29908 B37791	B51508-0 B85530-0 B73454-0 B4688-0 B173311-0 B110777-0 B38727-0 B115783-0 B18647-0 B164449-0 B209796-0 B162580-0 B126962-0 B42447-0 B209300-0 B129725-0 B56656-0 B144302-0 B142333-0 B9852-0
4348	U4348	B245 B457 B125587	B17622-0 B150701-0 B47080-0 B122584-0 B100124-0 B201359-0 B181424-0 B62529-0 B50062-0 B53671-0 B102472-0 B177805-0 B109022-0 B160096-0 B82277-0 B76712-0 B88273-0 B53055-0 B31465-0 B6875-0
4349	U4349	B17685 B154055 B210293 B39105	B31726-0 B76276-0 B30451-0 B153986-0 B169164-0 B61932-0 B131356-0 B11270-0 B77149-0 B118737-0 B145926-0 B176609-0 B124783-0 B141710-0 B181859-0 B108093-0 B1530-0 B126870-0 B112620-0 B133792-0
4350	U4350	B47097 B16171 B62237 B50024 B8534	B771-0 B47878-0 B47376-0 B180276-0 B20629-0 B65674-0 B48569-0 B22980-0 B92449-0 B21470-0 B57368-0 B111697-0 B158602-0 B72960-0 B161636-0 B163778-0 B194372-0 B18560-0 B187515-0 B146767-0
4351	U4351	B104542 B25583 B110098	B113761-0 B197427-0 B189402-0 B192558-0 B174367-0 B29577-0 B119647-0 B60795-0 B200979-0 B170232-0 B68483-0 B55465-0 B38488-0 B15151-0 B127695-0 B27338-1 B128751-0 B164956-0 B123678-0 B133407-0
4352	U4352	B8227 B28775 B59946 B168730 B124773 B177244 B42497 B42387 B32884 B202456	B105225-0 B60759-0 B62559-0 B37495-0 B15630-0 B112062-0 B33411-0 B140578-0 B5068-0 B101917-0 B111227-0 B28565-0 B73255-0 B115405-1 B166649-0 B27-0 B60000-0 B111131-0 B51004-0 B130243-0
4353	U4353	B73075 B159915 B50247	B130846-0 B200693-0 B191509-0 B151497-0 B97541-0 B170914-0 B202570-0 B168122-0 B110950-0 B139661-0 B153970-0 B105027-0 B146243-0 B188633-0 B139318-0 B155836-0 B116336-0 B72082-0 B21159-0 B203316-0
4354	U4354	B28612 B83681 B46581 B80002 B75796 B98754	B162217-0 B134884-0 B74375-0 B84036-0 B37897-0 B12773-0 B149669-0 B25264-0 B167769-0 B186033-0 B50292-0 B48624-0 B131189-0 B43577-0 B129587-0 B86241-0 B203616-0 B149907-0 B117782-0 B43577-0
4355	U4355	B26157 B127619 B131376 B148295 B3950 B74687	B151531-0 B54708-0 B27494-0 B22964-0 B175656-0 B50339-0 B510-0 B193334-0 B193355-0 B181859-0 B183828-0 B61346-0 B19245-0 B158423-0 B119717-0 B187415-0 B132382-0 B117219-0 B175763-0 B146474-0
4356	U4356	B82801 B138582 B203203 B97383 B20441 B108279 B156414 B204175	B151199-0 B162429-0 B26591-0 B153066-0 B125638-1 B211876-0 B33748-0 B173039-0 B212104-0 B105400-0 B108777-0 B196118-0 B11070-0 B7547-0 B170327-0 B68852-0 B23613-1 B191580-0 B15546-0 B123508-0
4357	U4357	B142163 B134914 B154865 B164394 B44020 B96741	B195917-0 B152437-0 B104584-0 B118212-0 B92018-0 B106214-0 B132782-0 B115148-0 B190894-0 B109715-0 B189047-0 B122898-0 B140748-0 B38170-0 B74547-0 B68066-0 B147136-0 B157870-0 B44545-0 B33036-0
4358	U4358	B53055 B128001 B94068 B33644 B155929 B27884 B58921 B56165	B1726-0 B117031-0 B171860-0 B193565-0 B83072-0 B130344-0 B28213-0 B204891-0 B109110-0 B101577-0 B169884-0 B41641-0 B205142-0 B57610-0 B207392-0 B20024-0 B142775-0 B96682-0 B40154-0 B13578-0
4359	U4359	B131279 B97891 B22075	B135552-0 B160051-0 B160317-0 B108135-0 B84316-0 B77680-0 B134298-0 B142036-0 B193439-0 B53597-0 B204357-0 B144624-0 B2247-0 B76883-0 B92449-0 B110829-0 B174718-0 B193615-0 B150243-0 B128439-0
4360	U4360	B97104 B77383 B137558 B118814 B173719 B24810 B144839	B41750-0 B103064-0 B117775-0 B180988-0 B88974-0 B21164-0 B80401-0 B193249-0 B140759-0 B169110-0 B179042-0 B86070-0 B177811-0 B144624-0 B12456-0 B137339-0 B129110-0 B3130-0 B100066-0 B104767-0
4361	U4361	B2557 B105459 B200968 B40389	B172726-0 B156907-0 B53052-0 B162707-0 B86315-0 B170372-0 B192153-0 B43078-0 B36607-0 B14508-0 B110824-0 B1834-0 B15440-0 B30897-0 B6836-0 B85379-0 B100280-0 B83933-0 B21168-0 B102046-0
4362	U4362	B37748 B158169 B122384 B16776	B158143-0 B58408-0 B40063-0 B138674-0 B189283-0 B57328-0 B23088-0 B130900-0 B101856-0 B11275-0 B151583-0 B119570-0 B34990-0 B45674-0 B90240-0 B160060-0 B198253-0 B107689-0 B150896-0 B132350-0
4363	U4363	B101633 B142487 B162056 B180489 B141995 B57744 B4455 B48847 B39985 B162672 B101065	B25875-1 B184357-0 B137252-0 B201137-0 B159032-0 B68688-0 B162429-0 B1530-0 B143069-0 B155889-0 B123660-0 B179026-0 B105913-0 B110135-0 B18794-0 B47781-0 B60044-0 B124868-0 B9865-0 B101158-0
4364	U4364	B159786 B189558 B199040 B121892 B52933 B36411 B112144	B135246-0 B64920-0 B129528-0 B103860-0 B122400-0 B199900-0 B113279-0 B99288-0 B171446-0 B49639-0 B109500-0 B12140-0 B165309-0 B195952-0 B66120-0 B136222-0 B7408-0 B183947-0 B107945-0 B55613-0
4365	U4365		
4366	U4366	B73531 B142227 B47926 B114043	B132564-0 B147376-0 B175478-0 B60491-0 B171927-0 B99226-0 B198509-0 B60155-0 B172334-0 B134686-0 B150881-0 B17495-0 B45685-0 B101577-0 B118737-0 B47992-0 B40182-0 B13723-0 B141650-0 B203041-0
4367	U4367	B161995 B106059 B204602 B172005 B46298 B97117	B110098-0 B189007-0 B31851-0 B78123-0 B47768-0 B169886-0 B162423-0 B52915-0 B98999-0 B73213-0 B161258-0 B57710-0 B12141-0 B116959-0 B137359-0 B55508-0 B105813-0 B155265-0 B46162-0 B191279-0
4368	U4368	B67195 B67059 B60857 B130952 B38343 B50292 B20912 B158030	B166427-0 B125296-0 B21916-0 B179781-0 B157291-0 B133844-0 B75017-0 B206950-0 B34790-0 B198509-0 B39315-0 B73283-0 B128601-0 B112187-0 B118775-0 B19807-0 B190639-0 B16273-0 B156799-0 B18365-0
4369	U4369	B14688 B38464 B148954	B170959-0 B175389-0 B44545-0 B190893-0 B27361-0 B185171-0 B95230-0 B209115-0 B166158-0 B73605-0 B171860-0 B159504-0 B164241-0 B117862-0 B145499-0 B158983-0 B87400-0 B76820-0 B57300-0 B153947-0
4370	U4370	B15724 B6365 B169346	B56280-0 B102472-0 B125708-0 B120888-0 B58953-0 B143084-0 B19152-0 B15475-0 B58704-0 B119770-0 B46462-0 B200698-0 B104468-0 B51187-0 B22280-0 B21928-0 B120228-0 B30630-0 B69114-0 B113806-0
4371	U4371	B196243 B121015 B140982 B194987 B204087	B1344-0 B27015-0 B207084-0 B10258-0 B30160-0 B104403-0 B112725-0 B4945-0 B9905-0 B61980-0 B103178-0 B83029-0 B2873-0 B148525-0 B67864-0 B170086-0 B138106-0 B188793-0 B171172-0 B173311-0
4372	U4372	B87596 B167611 B2556 B35200	B68435-0 B195786-0 B59767-0 B51548-0 B198375-0 B48349-0 B23092-0 B191114-0 B77146-0 B59858-0 B24028-0 B102767-0 B15932-0 B121822-0 B32706-0 B191863-0 B131376-0 B152999-0 B3564-0 B27215-0
4373	U4373	B32265 B68526 B74687 B73213 B200484 B179111 B115895 B134658	B207919-0 B138975-0 B114503-0 B70904-0 B34987-0 B155735-0 B38135-0 B131273-0 B106620-0 B15315-0 B197073-0 B161690-0 B97780-0 B24784-0 B54075-0 B44267-0 B198541-0 B158864-0 B160096-0 B95623-0
4374	U4374	B12750 B32466 B25341 B93204 B194320	B161190-0 B153659-0 B7912-0 B172358-0 B57030-0 B200275-0 B66478-0 B22317-0 B6939-0 B53505-0 B95233-0 B151866-0 B138751-0 B193096-0 B42476-0 B103301-0 B70679-0 B53854-0 B62746-0 B9582-0
4375	U4375	B174812 B188045 B161518	B34706-0 B30446-0 B141396-0 B120873-1 B132938-0 B184240-1 B136811-0 B129214-0 B200834-1 B129858-1 B181511-0 B164426-1 B36427-0 B75443-0 B117782-0 B72635-1 B130119-0 B22978-0 B139768-0 B32389-0
4376	U4376	B26524 B36853 B29290 B198253 B42031 B94846 B203323 B144285	B112366-0 B142955-0 B136841-0 B96140-0 B15571-0 B29759-0 B185773-0 B10180-0 B153311-0 B116237-0 B59187-0 B38878-0 B119417-0 B58114-0 B38914-0 B156962-0 B5126-0 B178607-0 B196012-0 B35999-0
4377	U4377	B28996	B161105-0 B62503-0 B100124-0 B136508-0 B153447-0 B61029-0 B139486-0 B64226-0 B197112-0 B140865-0 B73807-0 B89611-0 B134524-0 B131059-0 B50229-0 B163828-0 B7089-0 B82860-0 B3663-0 B111552-0
4378	U4378	B53305 B91349 B1576 B146713 B186456 B40065 B67718	B41693-0 B58609-0 B47980-0 B131894-0 B85130-0 B138547-0 B112187-0 B114340-0 B34741-0 B34069-0 B78273-0 B194463-0 B22957-0 B206461-0 B12140-0 B128033-0 B46867-0 B135019-0 B27480-0 B23221-0
4379	U4379	B30287 B159915 B183648 B119970 B204077 B73075 B117550	B130853-0 B108951-0 B71714-0 B73605-0 B57710-0 B8019-0 B66233-0 B116789-0 B117824-0 B33887-0 B119356-0 B9449-0 B85586-0 B8435-0 B139706-0 B46256-0 B193816-0 B33901-0 B135831-0 B136475-0
4380	U4380	B209777 B86858 B140638	B85650-0 B137190-0 B75688-0 B6546-0 B144052-0 B33441-0 B141300-0 B202465-0 B155536-0 B29993-0 B195573-0 B204678-0 B193477-0 B88881-0 B200966-0 B149293-0 B105881-0 B87908-0 B142700-0 B170470-0
4381	U4381	B185773 B141091 B146678 B8227	B109418-0 B42434-0 B119376-0 B63459-0 B84318-0 B41525-0 B11534-0 B206113-0 B72792-0 B53196-0 B66062-0 B50538-0 B136224-0 B130119-0 B148963-0 B56435-0 B150515-0 B138275-0 B2201-0 B153178-0
4382	U4382	B51004 B81756 B200566	B155268-0 B171034-0 B7586-0 B29567-0 B120347-0 B201941-0 B146537-0 B51097-0 B44833-0 B207198-0 B135590-0 B97831-0 B153986-0 B136071-0 B85095-0 B15538-0 B145994-0 B18869-0 B74399-0 B205544-0
4383	U4383	B64033 B52482 B209336	B29935-0 B119282-0 B34920-0 B157233-0 B184838-0 B169110-0 B202008-1 B179017-0 B95560-0 B84316-0 B211691-0 B56646-0 B60512-0 B39020-0 B84133-0 B178400-0 B69592-0 B47363-0 B40110-1 B200484-0
4385	U4385	B196211	B10720-0 B183032-0 B26091-0 B130606-0 B157233-0 B55267-0 B172458-0 B40035-0 B15494-0 B120635-0 B101619-0 B190030-0 B120766-0 B92449-0 B201747-0 B142955-0 B146767-0 B85088-0 B62536-0 B35229-0
4386	U4386		
4387	U4387	B156997 B74375 B62936 B181983 B129192	B28419-0 B194132-0 B122695-0 B104788-0 B122667-0 B109303-0 B2549-0 B79629-0 B20329-0 B123674-0 B202778-0 B62340-0 B166892-0 B133539-0 B131516-0 B196465-0 B61204-0 B104659-0 B153437-0 B23176-0
4388	U4388	B145797	B20895-0 B6481-0 B154988-0 B96399-0 B166925-0 B98411-0 B107634-0 B121747-0 B188554-0 B135727-0 B72333-0 B160672-0 B119481-0 B143069-0 B91721-0 B15310-0 B106612-0 B153406-0 B191281-0 B139198-0
4389	U4389	B64047 B5552 B47802	B150267-0 B59761-0 B85095-0 B157600-0 B136529-0 B75681-0 B124890-0 B2556-0 B203132-0 B188744-0 B117920-0 B192704-0 B17676-0 B53408-0 B134821-0 B161184-0 B53153-0 B15163-0 B19374-0 B181729-0
4390	U4390	B125653 B199278 B40573 B77594 B189979 B10158 B36960	B130100-0 B147127-0 B120836-0 B8689-0 B134515-0 B158466-0 B80703-0 B68500-0 B175261-0 B58775-0 B140759-0 B14236-0 B47547-0 B23128-0 B180029-0 B167533-0 B52845-0 B116362-0 B44267-0 B26591-0
4391	U4391	B73585 B82816 B84236	B169099-0 B181057-0 B120933-0 B143877-0 B204701-0 B147537-0 B122672-0 B133026-0 B183360-0 B49861-0 B414-0 B174590-1 B6045-0 B93380-0 B109706-0 B161250-0 B110654-0 B139486-0 B160510-0 B94266-0
4392	U4392	B38009 B147846 B152527 B193474	B131430-0 B80022-0 B128001-0 B210626-1 B183032-0 B183032-0 B121429-0 B98411-0 B154002-0 B166803-0 B125500-0 B152401-0 B15990-0 B53597-0 B4916-0 B8227-0 B86250-0 B70066-0 B15190-0 B169108-0
4393	U4393	B20379 B116726 B169139 B123206 B23174 B41681	B173298-0 B150635-0 B35617-0 B34069-0 B194798-0 B158346-0 B57292-0 B108243-0 B151065-0 B100700-0 B14130-0 B196243-0 B121158-0 B161184-0 B155162-0 B123237-0 B1521-0 B183530-0 B4513-0 B16222-0
4394	U4394	B25335 B154567 B9398 B105636 B174812 B211658 B104441 B193618 B13797 B131279 B187119 B126560 B37032 B65262 B111634 B177001 B157233	B177351-0 B166549-0 B16028-0 B79752-0 B67744-0 B92328-0 B116237-0 B33680-0 B206842-0 B188793-0 B196149-0 B14843-0 B122672-0 B143457-0 B116810-0 B180489-0 B50267-1 B139003-0 B43054-0 B105400-0
4395	U4395	B68773 B117656 B58046 B175898 B43937	B85789-0 B11807-0 B79501-0 B50668-0 B11371-0 B200548-0 B152733-0 B116586-0 B153707-0 B103810-0 B74443-0 B143870-0 B152977-0 B181683-0 B150933-0 B21517-0 B107024-0 B126145-0 B69699-0 B170029-0
4396	U4396	B52359 B146760 B112237	B188045-0 B94846-0 B68135-0 B123994-0 B184375-0 B122804-0 B43780-0 B97516-0 B204303-0 B187417-0 B142123-0 B98600-0 B72396-0 B16821-0 B103142-0 B15228-1 B109715-0 B90911-0 B19184-0 B97816-0
4397	U4397	B59527 B185051 B77349 B119023 B133006	B23262-0 B96070-0 B56383-0 B7457-0 B96682-0 B198975-0 B93700-0 B160450-0 B23219-0 B119647-0 B27494-0 B65103-0 B120150-0 B162601-0 B187399-0 B167287-0 B119470-0 B149423-0 B134671-0 B93811-0
4399	U4399	B127420 B49401 B198541 B52838	B182433-0 B7135-0 B79294-0 B65045-0 B28078-0 B202773-0 B95268-0 B56632-0 B207389-0 B5187-0 B97047-0 B47865-0 B131528-0 B68663-0 B58757-0 B66096-0 B134070-0 B150798-0 B88663-0 B63591-0
4400	U4400	B92807 B55861 B46181 B72413 B129506	B68960-0 B37490-0 B195148-0 B155544-0 B118972-0 B177353-0 B151848-0 B48998-0 B7673-0 B134452-0 B115889-0 B36556-0 B69361-0 B104185-0 B165319-0 B69024-0 B56730-0 B175931-0 B21706-0 B101577-0
4401	U4401	B33701 B162707 B129641 B75799 B57076	B56929-0 B99040-0 B19492-0 B107945-0 B116380-0 B7922-0 B171176-0 B139905-0 B120253-0 B132564-0 B13876-0 B32466-0 B159869-0 B1726-0 B201003-0 B141260-0 B111970-0 B138674-0 B117656-0 B33962-0
4402	U4402	B200541 B67138 B81688 B103638 B72082 B21634 B4289 B196877 B146248 B107497 B125638	B5347-0 B106589-0 B53886-0 B169997-0 B159291-0 B90088-0 B24133-0 B177327-0 B87441-0 B166158-0 B168433-0 B80625-0 B45762-0 B202415-0 B183582-0 B30088-0 B79501-0 B142592-0 B27725-0 B159924-0
4403	U4403	B129 B129176 B140532 B136473 B164476 B1904 B157157 B107634 B161359 B106628	B89382-0 B134374-0 B38774-0 B42434-0 B51477-0 B128044-0 B125359-0 B11194-0 B125708-0 B197479-0 B158870-0 B211135-0 B203041-0 B1503-0 B43158-0 B58780-0 B6508-0 B115241-0 B93332-0 B177181-0
4404	U4404	B44969 B127439 B51547 B129084 B137151 B84202 B52161	B51440-1 B133859-0 B30174-0 B38009-0 B184063-0 B138275-0 B190447-0 B85789-0 B127600-0 B43698-0 B22077-0 B69235-0 B143844-0 B148007-0 B13807-0 B120582-1 B169315-0 B127980-0 B57846-0 B96041-0
4405	U4405	B58757 B16444 B163539	B188278-0 B106334-0 B32095-0 B162315-0 B114334-0 B91705-0 B188723-0 B39428-0 B7342-0 B43937-0 B141435-0 B138477-0 B164511-0 B124978-0 B151345-0 B146478-0 B155331-1 B54228-0 B156397-0 B60509-0
4406	U4406	B6746 B185773 B68664	B15328-0 B22980-0 B159025-0 B5112-0 B42434-0 B211554-0 B162684-0 B76682-0 B102621-0 B7396-0 B32826-0 B126712-0 B123751-0 B120150-0 B189806-0 B76922-0 B63155-0 B17552-0 B22842-0 B199338-0
4407	U4407	B42497 B155731 B41612 B129498 B132 B57732 B134671	B103050-0 B101243-1 B140579-0 B185730-0 B118150-0 B67325-0 B8104-0 B120324-0 B114299-0 B117782-0 B155836-0 B69061-0 B29272-0 B138918-0 B106266-0 B26191-0 B161659-0 B196149-0 B55680-0 B158896-0
4408	U4408	B186759 B39029 B104808	B61187-0 B149914-0 B63209-0 B89079-0 B19807-0 B69698-0 B204303-0 B69699-0 B27361-0 B54781-0 B172040-0 B43671-0 B205496-0 B54781-0 B78821-0 B189461-0 B137931-0 B24081-0 B144905-0 B120577-0
4409	U4409		
4410	U4410	B96175 B155645 B195775 B5401 B27652 B106628 B2312	B202902-1 B136529-0 B132871-0 B122269-0 B136949-0 B37449-1 B101272-1 B146779-0 B57079-0 B51804-0 B199615-0 B29863-0 B3381-0 B164472-0 B170082-0 B135055-1 B157421-0 B76004-0 B75401-0 B100153-0
4411	U4411	B14525 B196830 B188793	B41693-0 B175396-0 B69024-0 B185973-0 B133446-0 B116587-0 B29284-0 B131596-0 B2091-0 B167733-0 B26291-0 B132824-0 B182557-0 B120558-0 B40689-0 B75225-0 B130116-0 B2325-0 B142163-0 B190691-0
4412	U4412	B53919 B9173	B163158-0 B69815-0 B125557-0 B79752-0 B134310-0 B145207-0 B185973-0 B74624-0 B73480-0 B28634-0 B35047-0 B106616-0 B66058-0 B26059-0 B158896-0 B118786-0 B65214-0 B12841-0 B195328-0 B130605-0
4413	U4413	B82474 B49341 B8988	B121429-0 B193883-0 B44255-0 B10135-0 B74137-0 B48425-0 B42384-0 B87928-0 B153437-0 B119918-0 B172997-0 B31964-0 B39301-0 B40333-0 B87974-0 B186215-0 B46694-0 B205496-0 B133464-0 B117971-0
4414	U4414	B101258 B116233 B180771	B84624-0 B112728-0 B96990-0 B100835-0 B34990-0 B76785-1 B149380-0 B47876-0 B22065-0 B64033-0 B7185-0 B40689-0 B4465-0 B82816-0 B62237-0 B57591-0 B69749-0 B42630-0 B160806-0 B65297-0
4415	U4415	B41437 B81532 B2662 B166809 B128618 B128694 B191249	B170569-0 B93000-0 B189009-0 B32029-0 B51928-0 B196909-0 B211691-0 B146768-0 B200548-0 B481-0 B118441-0 B4037-0 B95727-0 B52935-0 B38929-0 B97891-0 B102231-0 B153178-0 B77143-0 B87803-0
4416	U4416	B207203 B16761 B51917	B128110-0 B128110-0 B130963-0 B121577-0 B175151-0 B165930-0 B176989-0 B164642-0 B12989-0 B193815-0 B134821-0 B51164-0 B68684-0 B115241-0 B64514-0 B111701-0 B150937-0 B12240-0 B107535-0 B116361-0
4417	U4417	B138914 B20947 B120198 B44376	B154877-0 B138406-0 B135444-0 B101862-0 B14016-0 B170450-0 B123720-0 B98822-0 B2250-0 B97537-0 B82629-0 B212192-0 B192474-0 B45265-0 B100120-0 B134289-0 B86415-0 B136111-0 B39862-0 B193883-0
4418	U4418	B74687 B31175 B48348 B47280 B159796	B111552-0 B140815-0 B145390-0 B164430-0 B57030-0 B168427-0 B77372-0 B173150-0 B47691-0 B164426-0 B110824-0 B31043-0 B92120-0 B34329-0 B86131-0 B158583-0 B32680-0 B3758-0 B62740-0 B143085-0
4419	U4419	B47107 B58046 B50474 B142487 B165802 B167533	B32686-0 B30859-0 B160073-0 B53161-0 B180826-0 B17762-0 B113933-1 B125841-0 B9798-1 B40131-0 B83630-0 B146835-0 B62536-0 B105031-0 B193567-0 B189142-0 B27437-0 B59354-0 B122224-0 B73871-0
