User,Entities
U5854,"['Q35307', 'Q424325', 'Q162244', 'Q27959221', 'Q186302', 'Q205972', 'Q1249148', 'Q170497', 'Q113925598', 'Q2578531', 'Q185118']"
U5855,"['Q175561', 'Q64184577', 'Q2140443']"
U5856,"['Q79', 'Q432', 'Q7174', 'Q19328922', 'Q16354696']"
U5857,"['Q33979', 'Q585222']"
U5858,"['Q140', 'Q106106', 'Q33923', 'Q14936243', 'Q401836', 'Q183240', 'Q2886622', 'Q762731', 'Q19057481', 'Q228', 'Q9204']"
U5859,"['Q10594940', 'Q12147', 'Q1066907']"
U5860,['Q20671646']
U5861,['Q74359']
U5862,"['Q10437', 'Q12985', 'Q60', 'Q48791290']"
U5863,"['Q19825039', 'Q7414', 'Q2441096', 'Q11934', 'Q4088517', 'Q142305']"
U5864,"['Q659', 'Q36747', 'Q58566261', 'Q392316', 'Q1940766']"
U5865,"['Q178521', 'Q47805', 'Q16785065', 'Q1114683']"
U5866,"['Q51406', 'Q36322', 'Q20995766', 'Q2223341', 'Q138311', 'Q2207092', 'Q19970517', 'Q53227', 'Q3502695']"
U5867,['Q227']
U5868,"['Q56903292', 'Q6958747', 'Q864928', 'Q97164141', 'Q12894677', 'Q699742', 'Q263938', 'Q1815345']"
U5869,"['Q684', 'Q19014', 'Q2271307', 'Q99', 'Q39212', 'Q18045796', 'Q69488', 'Q168756', 'Q18410868', 'Q205365', 'Q313421']"
U5870,"['Q5092', 'Q853266', 'Q182575', 'Q10437']"
U5871,[]
U5872,['Q74359']
U5873,['Q188869']
U5874,"['Q45529', 'Q405', 'Q1221747', 'Q2549696']"
U5875,"['Q844482', 'Q106465']"
U5876,"['Q1441305', 'Q202', 'Q4653', 'Q1762298', 'Q187349', 'Q75263595', 'Q2731317', 'Q43982', 'Q1326129', 'Q3154573', 'Q188618', 'Q108541032', 'Q2590065', 'Q42941', 'Q1860', 'Q668', 'Q876323', 'Q24969615']"
U5877,"['Q238124', 'Q2468262', 'Q662373']"
U5878,['Q23436']
U5879,"['Q25338', 'Q145']"
U5880,"['Q9174', 'Q799']"
U5881,"['Q846570', 'Q31', 'Q150', 'Q38']"
U5882,"['Q34969', 'Q16562']"
U5883,"['Q99706342', 'Q33979', 'Q12826225', 'Q6973748']"
U5884,"['Q74359', 'Q35505']"
U5885,"['Q15290', 'Q726']"
U5886,"['Q958560', 'Q85852336', 'Q258', 'Q21488947']"
U5887,"['Q3257809', 'Q1075929', 'Q846570', 'Q23445', 'Q23444', 'Q107568172', 'Q667']"
U5888,"['Q145', 'Q51883323', 'Q219552', 'Q1860', 'Q5686', 'Q19683']"
U5889,['Q1321']
U5890,"['Q1932016', 'Q2170752', 'Q812', 'Q1559603', 'Q734292', 'Q10322965']"
U5891,"['Q1360577', 'Q1404101']"
U5892,"['Q145', 'Q51883323', 'Q5686']"
U5893,['Q274167']
U5894,"['Q977906', 'Q1712140', 'Q638', 'Q180880', 'Q1139478']"
U5895,"['Q131272', 'Q178885']"
U5896,"['Q624661', 'Q976981', 'Q80071', 'Q111377128', 'Q145']"
U5897,"['Q207961', 'Q390001', 'Q1115527', 'Q113676119', 'Q5407336', 'Q30', 'Q12191064', 'Q41064', 'Q16274967', 'Q178885', 'Q23479', 'Q179461', 'Q12826225', 'Q116727485', 'Q8171', 'Q7737', 'Q184656', 'Q6453423']"
U5898,"['Q1845', 'Q5410500', 'Q5074405']"
U5899,"['Q93184', 'Q638286']"
U5900,"['Q236', 'Q51671', 'Q30', 'Q178885']"
U5901,"['Q5806', 'Q34442', 'Q369957', 'Q23595', 'Q60494460', 'Q473252']"
U5902,"['Q74359', 'Q15228']"
U5903,"['Q148', 'Q2138622', 'Q474191', 'Q718113']"
U5904,"['Q9190', 'Q801', 'Q34990', 'Q3428532', 'Q79', 'Q41642', 'Q7325', 'Q51669', 'Q219060', 'Q104028', 'Q269129', 'Q92022244', 'Q35', 'Q6637865', 'Q1221747', 'Q10584', 'Q147', 'Q15039416', 'Q229', 'Q755023', 'Q37571859', 'Q62084668', 'Q34490', 'Q842438', 'Q55509441', 'Q361653', 'Q7376362', 'Q7570085', 'Q49072', 'Q190507', 'Q852033', 'Q9268']"
U5905,"['Q95', 'Q4830453', 'Q614414', 'Q41506', 'Q36932498', 'Q473252']"
U5906,"['Q14942517', 'Q454']"
U5907,"['Q1323734', 'Q206357']"
U5908,"['Q75544239', 'Q61883', 'Q13581093', 'Q30']"
U5909,"['Q6648563', 'Q242571', 'Q723682', 'Q178794']"
U5910,"['Q908051', 'Q842438', 'Q6927', 'Q98812137', 'Q17521245', 'Q107061876', 'Q4963612', 'Q1158477', 'Q164061', 'Q2958359']"
U5911,"['Q1656682', 'Q106833', 'Q123469', 'Q191949', 'Q145', 'Q30', 'Q944611']"
U5912,"['Q2939320', 'Q178508']"
U5913,"['Q7301345', 'Q1486269', 'Q1050528', 'Q208417', 'Q14921982']"
U5914,"['Q17', 'Q45529', 'Q13099004', 'Q10708586', 'Q84']"
U5915,"['Q37243332', 'Q61509', 'Q87762560', 'Q328804', 'Q9684']"
U5916,"['Q199804', 'Q8502', 'Q846570', 'Q2665316', 'Q25173', 'Q1454', 'Q1646862', 'Q34006']"
U5917,"['Q1089094', 'Q134307', 'Q483501', 'Q2362910', 'Q16390434', 'Q6691', 'Q109967755', 'Q47231', 'Q506', 'Q37536458']"
U5918,"['Q985542', 'Q21506874', 'Q16279078', 'Q2619740', 'Q188']"
U5919,"['Q1050571', 'Q12099', 'Q27887162', 'Q29281']"
U5920,"['Q1055332', 'Q92894']"
U5921,"['Q852190', 'Q2565', 'Q13638543']"
U5922,"['Q16870533', 'Q830328', 'Q48707368', 'Q10437', 'Q9035', 'Q1897031']"
U5923,"['Q964401', 'Q30', 'Q115121190', 'Q254458']"
U5924,"['Q51406', 'Q36322', 'Q57956663', 'Q2207092', 'Q138311']"
U5925,"['Q632390', 'Q718078']"
U5926,"['Q1437709', 'Q252123', 'Q1321']"
U5927,"['Q39', 'Q5809', 'Q1714895']"
U5928,['Q1129313']
U5929,"['Q162244', 'Q2592605', 'Q497027', 'Q273613', 'Q714057', 'Q1424112', 'Q19873360', 'Q505619', 'Q114493084', 'Q83965418', 'Q1143635', 'Q114530732', 'Q1053973']"
U5930,"['Q12213265', 'Q12826225']"
U5931,"['Q3836483', 'Q75754246', 'Q34006', 'Q3836481']"
U5932,['Q6152218']
U5933,"['Q14045', 'Q8124', 'Q1865281', 'Q2', 'Q19582298', 'Q183403', 'Q132072']"
U5934,"['Q133235', 'Q3615209', 'Q12827256', 'Q172613', 'Q12542', 'Q33979', 'Q13300', 'Q60042019']"
U5935,"['Q20671646', 'Q54888491', 'Q810', 'Q185696', 'Q822282', 'Q3031', 'Q523076']"
U5936,"['Q217127', 'Q24515', 'Q148', 'Q17411350']"
U5937,"['Q42973', 'Q1404472', 'Q177053', 'Q220', 'Q641', 'Q2044', 'Q2751', 'Q91341', 'Q178885', 'Q309']"
U5938,"['Q1760081', 'Q9610', 'Q54138', 'Q19826473', 'Q430699', 'Q9268', 'Q48836201', 'Q192208', 'Q724', 'Q5721535', 'Q39829']"
U5939,"['Q650689', 'Q3402263', 'Q1647282', 'Q8961925', 'Q2666084', 'Q783947', 'Q19968487']"
U5940,"['Q623306', 'Q112398523']"
U5941,"['Q42240', 'Q2695280', 'Q9418', 'Q466587']"
U5942,"['Q191086', 'Q5173045', 'Q1297', 'Q30', 'Q16883357']"
U5943,"['Q2685', 'Q353755', 'Q145']"
U5944,"['Q638', 'Q111395303', 'Q40435', 'Q288514', 'Q348187']"
U5945,[]
U5946,"['Q1851368', 'Q11299', 'Q285547', 'Q160409', 'Q69968634', 'Q22698', 'Q63891391', 'Q1131689', 'Q5465', 'Q928585', 'Q684', 'Q60', 'Q1138251', 'Q3140', 'Q1408', 'Q100400533', 'Q28732711', 'Q1111386']"
U5947,"['Q121393', 'Q5380537', 'Q191498']"
U5948,"['Q5994', 'Q132821', 'Q16994327', 'Q2117903', 'Q699612']"
U5949,"['Q794', 'Q58024']"
U5950,"['Q4851436', 'Q152079', 'Q6542551', 'Q41487', 'Q220546']"
U5951,"['Q1111', 'Q114374750', 'Q71898414', 'Q1981388']"
U5952,"['Q778298', 'Q791508']"
U5953,"['Q10978', 'Q79871', 'Q679', 'Q30', 'Q49725005', 'Q1649', 'Q99', 'Q1258373', 'Q39212', 'Q1937716', 'Q14943953', 'Q17266733', 'Q190684', 'Q6266']"
U5954,"['Q126796', 'Q13124930', 'Q184366', 'Q692', 'Q191949']"
U5955,[]
U5956,"['Q21492695', 'Q846570', 'Q1614171', 'Q473252']"
U5957,"['Q1473420', 'Q4744435', 'Q182593', 'Q245407']"
U5958,"['Q892', 'Q483771', 'Q74359', 'Q185737', 'Q177329', 'Q2281', 'Q218728', 'Q683', 'Q219498', 'Q299645', 'Q788751', 'Q969914', 'Q275863', 'Q308661', 'Q203904', 'Q46854', 'Q180322', 'Q716204', 'Q2108126', 'Q8337', 'Q51746', 'Q208870', 'Q174396', 'Q338688', 'Q213480', 'Q206818']"
U5959,"['Q4', 'Q69488', 'Q30198', 'Q846570', 'Q35064']"
U5960,"['Q16883902', 'Q43081182']"
U5961,"['Q5', 'Q7565', 'Q362', 'Q35952985', 'Q106039']"
U5962,"['Q51406', 'Q36322', 'Q7005314', 'Q2207092', 'Q6929362', 'Q138311', 'Q2250982', 'Q177053']"
U5963,"['Q12796', 'Q27724874', 'Q11427', 'Q33909169', 'Q23498']"
U5964,"['Q74359', 'Q12213265']"
U5965,"['Q265868', 'Q33923', 'Q105742453']"
U5966,"['Q5187343', 'Q38695', 'Q50386808', 'Q317623', 'Q2165995', 'Q654236', 'Q178359', 'Q7802', 'Q9235758', 'Q19029', 'Q224301']"
U5967,"['Q687393', 'Q1158477', 'Q43999', 'Q57686078', 'Q1475036', 'Q208045', 'Q1754905', 'Q64410022', 'Q72359621', 'Q1543615', 'Q64397296', 'Q36969801', 'Q7569']"
U5968,"['Q692', 'Q4817665', 'Q12892367', 'Q7697643', 'Q3568811', 'Q636113', 'Q11106']"
U5969,"['Q43650835', 'Q424325']"
U5970,"['Q537750', 'Q1339677', 'Q107517605', 'Q372215', 'Q8667']"
U5971,"['Q7376362', 'Q23792', 'Q1046315', 'Q801']"
U5972,"['Q12099', 'Q15290']"
U5973,"['Q1083457', 'Q3958214', 'Q142', 'Q282930', 'Q12603', 'Q61', 'Q6106', 'Q824', 'Q5083']"
U5974,"['Q83965418', 'Q145']"
U5975,"['Q360243', 'Q548365', 'Q254046', 'Q384593', 'Q4928115', 'Q1475036', 'Q9816']"
U5976,"['Q159694', 'Q2354758', 'Q62023168']"
U5977,"['Q5', 'Q154723', 'Q7341']"
U5978,"['Q19825039', 'Q7414', 'Q50000', 'Q846570', 'Q8743', 'Q7245', 'Q6984100', 'Q991333', 'Q2170752']"
U5979,"['Q210854', 'Q7777694', 'Q126695']"
U5980,"['Q1845', 'Q15']"
U5981,"['Q523', 'Q198', 'Q51724', 'Q462', 'Q21501981']"
U5982,"['Q168983', 'Q149010', 'Q24229709', 'Q145', 'Q27', 'Q9142', 'Q31184', 'Q36901977']"
U5983,"['Q159', 'Q649', 'Q7171742', 'Q550265', 'Q144', 'Q1394']"
U5984,"['Q9147', 'Q3056940', 'Q183046', 'Q1195509']"
U5985,"['Q118470', 'Q1700481']"
U5986,"['Q1024426', 'Q40397', 'Q10708']"
U5987,['Q1070149']
U5988,"['Q1967977', 'Q17009125', 'Q623398', 'Q1463583', 'Q4006', 'Q873506', 'Q1845', 'Q12894677', 'Q302', 'Q1367408', 'Q18331537', 'Q184421', 'Q571', 'Q629347', 'Q4224666', 'Q1768667', 'Q5852633', 'Q876693', 'Q5410500', 'Q196068']"
U5989,"['Q1261', 'Q3884', 'Q16423093', 'Q1317383']"
U5990,"['Q46384', 'Q1509', 'Q99', 'Q17549077']"
U5991,['Q51406']
U5992,"['Q37076745', 'Q23444', 'Q96652066']"
U5993,"['Q199804', 'Q8502', 'Q411924']"
U5994,"['Q1682564', 'Q16559']"
U5995,"['Q4421', 'Q862086', 'Q28835788', 'Q846570', 'Q328804', 'Q876323']"
U5996,"['Q24354068', 'Q49', 'Q57743399']"
U5997,['Q35064']
U5998,"['Q20645861', 'Q21050435', 'Q223514']"
U5999,"['Q289891', 'Q5452572', 'Q16479866', 'Q216774', 'Q106039', 'Q178885']"
U6000,"['Q208101', 'Q846570', 'Q41', 'Q102561', 'Q41410', 'Q5574335', 'Q4022919', 'Q2477852', 'Q19315473', 'Q30']"
U6001,"['Q349', 'Q1008377']"
U6002,"['Q956129', 'Q111501773']"
U6003,"['Q246693', 'Q1507320', 'Q2320164']"
U6004,"['Q13911', 'Q16562', 'Q10898227']"
U6005,"['Q16428906', 'Q36879046', 'Q39072608', 'Q663389', 'Q183', 'Q801', 'Q84152', 'Q2205409', 'Q4421']"
U6006,"['Q74359', 'Q9531', 'Q16093816', 'Q1406']"
U6007,"['Q13911', 'Q16562', 'Q10898227', 'Q17907824', 'Q5447489', 'Q545375']"
U6008,['Q564']
U6009,"['Q37577', 'Q6542551', 'Q37621', 'Q131007']"
U6010,['Q547798']
U6011,['Q1221042']
U6012,"['Q1025065', 'Q4781805', 'Q61']"
U6013,"['Q3957', 'Q1548123', 'Q231736', 'Q1574910']"
U6014,"['Q1064569', 'Q754435']"
U6015,"['Q1404101', 'Q182575']"
U6016,"['Q37501', 'Q23797', 'Q3912847']"
U6017,"['Q27891420', 'Q131007', 'Q213959']"
U6018,"['Q105095288', 'Q846570', 'Q96199388', 'Q1752901', 'Q1158477', 'Q206534', 'Q8676']"
U6019,"['Q20671646', 'Q384188', 'Q810', 'Q14639649', 'Q481809', 'Q185696', 'Q84764771', 'Q1574910', 'Q16860538', 'Q84764629', 'Q110', 'Q260011', 'Q3222372']"
U6020,"['Q112983', 'Q25327']"
U6021,['Q55800']
U6022,"['Q30232', 'Q460387', 'Q114983577', 'Q114']"
U6023,"['Q3131572', 'Q473252']"
U6024,"['Q74287', 'Q23595', 'Q81741']"
U6025,[]
U6026,"['Q6585139', 'Q20']"
U6027,"['Q177634', 'Q9751']"
U6028,"['Q502261', 'Q846570']"
U6029,"['Q822282', 'Q165']"
U6030,['Q5133860']
U6031,"['Q208279', 'Q132821', 'Q618050', 'Q22', 'Q630846', 'Q1508314', 'Q21454339']"
U6032,['Q618532']
U6033,['Q2130276']
U6034,['Q26887']
U6035,"['Q1304320', 'Q18419', 'Q315796', 'Q273730']"
U6036,"['Q931092', 'Q2701727', 'Q75284039', 'Q995267', 'Q1810087', 'Q231043', 'Q832242']"
U6037,"['Q2979', 'Q6216', 'Q5649201', 'Q30', 'Q19801202', 'Q6832789']"
U6038,"['Q36456', 'Q10859343', 'Q2044']"
U6039,"['Q7566', 'Q12140']"
U6040,"['Q70603824', 'Q12147', 'Q309252']"
U6041,['Q1802963']
U6042,"['Q4167836', 'Q3790716']"
U6043,"['Q148442', 'Q48438', 'Q11081619', 'Q1318295', 'Q85464193', 'Q3010']"
U6044,"['Q6585139', 'Q302', 'Q236', 'Q1', 'Q178885', 'Q3421648']"
U6045,['Q204374']
U6046,"['Q165', 'Q711821']"
U6047,"['Q2603416', 'Q9142', 'Q104444', 'Q846570', 'Q110223']"
U6048,['Q131647']
U6049,"['Q575', 'Q2763']"
U6050,['Q91244296']
U6051,"['Q302', 'Q122']"
U6052,"['Q331432', 'Q838791', 'Q99', 'Q55861128', 'Q490434']"
U6053,"['Q170241', 'Q1367', 'Q24817371', 'Q7414', 'Q1682564', 'Q385494', 'Q136469', 'Q1456936']"
U6054,"['Q12213265', 'Q74359']"
U6055,"['Q10494269', 'Q11465', 'Q10566551', 'Q4116378', 'Q34442']"
U6056,"['Q846570', 'Q1453786']"
U6057,['Q8124']
U6058,"['Q2875766', 'Q7963813']"
U6059,['Q145']
U6060,"['Q424325', 'Q5345718', 'Q6487687', 'Q452354', 'Q43650835']"
U6061,"['Q170439', 'Q1']"
U6062,"['Q7953', 'Q735', 'Q34493', 'Q7912786', 'Q366575', 'Q21590660', 'Q118673843', 'Q41', 'Q619', 'Q2']"
U6063,"['Q160232', 'Q30540672', 'Q79871', 'Q2729863', 'Q420', 'Q124490', 'Q37468078']"
U6064,"['Q524', 'Q2030942', 'Q43332', 'Q193955', 'Q60815', 'Q785107', 'Q84258', 'Q7804802', 'Q178813', 'Q41980', 'Q134461', 'Q4358176', 'Q1984687', 'Q1845', 'Q60', 'Q11299', 'Q77436995', 'Q7188', 'Q309', 'Q7949']"
U6065,[]
U6066,"['Q127398', 'Q2112786', 'Q37327']"
U6067,[]
U6068,"['Q3947', 'Q37524673', 'Q336151', 'Q55550590', 'Q39212', 'Q846570', 'Q76129895']"
U6069,"['Q892', 'Q12826225', 'Q49113']"
U6070,"['Q7325', 'Q3055244', 'Q2624991', 'Q188', 'Q134461', 'Q3906600', 'Q1218', 'Q34969', 'Q818849', 'Q46']"
U6071,"['Q12796', 'Q27724874', 'Q11427', 'Q33909169', 'Q408', 'Q1478700']"
U6072,"['Q1370999', 'Q2404423', 'Q194057']"
U6073,['Q7569']
U6074,"['Q33923', 'Q1150070']"
U6075,['Q178202']
U6076,['Q216188']
U6077,"['Q846570', 'Q174596', 'Q6691', 'Q5879', 'Q1067', 'Q739428', 'Q1507320', 'Q1398', 'Q150225', 'Q15068436', 'Q28754']"
U6078,[]
U6079,"['Q20671646', 'Q49114', 'Q571']"
U6080,"['Q3127696', 'Q686223', 'Q720541', 'Q16479886', 'Q105514673', 'Q173', 'Q525777', 'Q1339677', 'Q537750', 'Q311733', 'Q107517605', 'Q723493']"
U6081,"['Q220', 'Q1048', 'Q19604', 'Q80702', 'Q3940472', 'Q918553']"
U6082,"['Q117640390', 'Q205325']"
U6083,"['Q308841', 'Q1865281', 'Q1454', 'Q1439', 'Q145']"
U6084,"['Q7767564', 'Q14864328']"
U6085,"['Q7187', 'Q112591859']"
U6086,['Q1139344']
U6087,['Q30775472']
U6088,"['Q140028', 'Q6378658', 'Q33569', 'Q21622374', 'Q844586']"
U6089,"['Q16130', 'Q2628857', 'Q169234', 'Q61078', 'Q309']"
U6090,"['Q3110266', 'Q1759810', 'Q3568811', 'Q49272', 'Q65']"
U6091,"['Q157031', 'Q80702', 'Q289355', 'Q34981', 'Q9179368']"
U6092,"['Q57319887', 'Q652', 'Q1399', 'Q945123']"
U6093,['Q113925598']
U6094,"['Q502261', 'Q846570', 'Q394067', 'Q881', 'Q842438', 'Q7789756', 'Q530335', 'Q13371', 'Q3400823', 'Q21027324', 'Q28528560', 'Q6186', 'Q16421853']"
U6095,['Q19816507']
U6096,"['Q6453423', 'Q18044879', 'Q512726', 'Q115035050', 'Q2623263', 'Q140058', 'Q205', 'Q52574555', 'Q13560177']"
U6097,['Q116258888']
U6098,"['Q977906', 'Q7336807', 'Q1952877', 'Q2946', 'Q595550']"
U6099,"['Q186361', 'Q8242', 'Q934089', 'Q1046852', 'Q178885']"
U6100,"['Q1184851', 'Q590252', 'Q20', 'Q192909', 'Q37079', 'Q589977']"
U6101,"['Q50428943', 'Q850', 'Q17193', 'Q178450']"
U6102,"['Q37621', 'Q37577']"
U6103,"['Q5292', 'Q150225']"
U6104,"['Q743309', 'Q1254221', 'Q846570', 'Q5287', 'Q1535240', 'Q326259']"
U6105,"['Q18238649', 'Q3776786', 'Q671747', 'Q1134824']"
U6106,"['Q315849', 'Q1064920', 'Q5294']"
U6107,"['Q2897866', 'Q37861141', 'Q145', 'Q150', 'Q156839', 'Q982182', 'Q1932239', 'Q2042']"
U6108,"['Q36402', 'Q44306', 'Q668', 'Q843']"
U6109,"['Q31184', 'Q20738981', 'Q20', 'Q110998282', 'Q117350', 'Q7737', 'Q35032', 'Q79007', 'Q858']"
U6110,"['Q199804', 'Q8502', 'Q1454', 'Q411924', 'Q346047', 'Q3132855']"
U6111,"['Q720541', 'Q173', 'Q6780853', 'Q537750', 'Q113128346', 'Q107517605', 'Q1339677']"
U6112,"['Q116', 'Q65386720', 'Q36180']"
U6113,"['Q199804', 'Q204', 'Q67610813', 'Q8333']"
U6114,"['Q191316', 'Q126796', 'Q433708', 'Q21452033', 'Q28198']"
U6115,['Q541194']
U6116,"['Q209690', 'Q6296730']"
U6117,"['Q285007', 'Q7246', 'Q3142', 'Q244398', 'Q46300678', 'Q23445', 'Q217110', 'Q6044907']"
U6118,"['Q183046', 'Q1195509', 'Q145', 'Q75482201']"
U6119,['Q13261']
U6120,"['Q729', 'Q131596', 'Q1396889', 'Q3335', 'Q7737', 'Q822282', 'Q49435196']"
U6121,"['Q131569', 'Q9181', 'Q104444', 'Q7411']"
U6122,['Q316']
U6123,"['Q11299', 'Q1018584', 'Q214371', 'Q846570', 'Q57096']"
U6124,"['Q668885', 'Q355406', 'Q1616828']"
U6125,"['Q201', 'Q43483']"
U6126,"['Q65648550', 'Q187002', 'Q7737', 'Q7242', 'Q20000499', 'Q830350']"
U6127,"['Q956', 'Q1754905', 'Q7753545', 'Q846570', 'Q1860', 'Q7850']"
U6128,"['Q239296', 'Q571', 'Q17853087', 'Q80702', 'Q93620', 'Q668885', 'Q12826225', 'Q19866947', 'Q8337']"
U6129,"['Q132241', 'Q7204', 'Q107425', 'Q1845', 'Q110239772', 'Q810', 'Q13955', 'Q339162']"
U6130,"['Q155223', 'Q606128', 'Q4977537', 'Q684140', 'Q4952496', 'Q836', 'Q148']"
U6131,['Q429220']
U6132,"['Q253590', 'Q515']"
U6133,"['Q10578722', 'Q2550704', 'Q1487', 'Q66741662', 'Q74730026']"
U6134,['Q574434']
U6135,"['Q33977', 'Q40292', 'Q37547031', 'Q333173']"
U6136,"['Q50038119', 'Q1348006', 'Q11774623', 'Q16871279']"
U6137,"['Q37260895', 'Q5214835', 'Q797', 'Q21507685', 'Q1735678']"
U6138,"['Q852033', 'Q4']"
U6139,"['Q50374761', 'Q862312', 'Q2636486']"
U6140,"['Q766', 'Q256020', 'Q21', 'Q1860']"
U6141,"['Q169427', 'Q3230962']"
U6142,"['Q133492', 'Q1933102', 'Q42970']"
U6143,"['Q183816', 'Q59311698']"
U6144,"['Q1186677', 'Q432', 'Q843', 'Q1617', 'Q1860', 'Q817', 'Q334', 'Q467', 'Q870953', 'Q30', 'Q3822913', 'Q142', 'Q21946837', 'Q6676995', 'Q316', 'Q206426', 'Q93190', 'Q11460', 'Q179294', 'Q20', 'Q177932', 'Q428', 'Q1074672']"
U6145,"['Q42771', 'Q19809', 'Q13138161']"
U6146,"['Q52321682', 'Q20702', 'Q30', 'Q12807', 'Q1860', 'Q7737', 'Q44272', 'Q34687', 'Q215790', 'Q46', 'Q39671', 'Q90']"
U6147,"['Q185118', 'Q7414']"
U6148,"['Q853266', 'Q19014', 'Q145', 'Q254046']"
U6149,"['Q287748', 'Q405']"
U6150,"['Q1196857', 'Q19100', 'Q152267']"
U6151,"['Q1682564', 'Q16869876', 'Q1548123', 'Q145', 'Q19263859', 'Q478240']"
U6152,"['Q4689421', 'Q573', 'Q1592134']"
U6153,"['Q1616828', 'Q19809']"
U6154,"['Q328804', 'Q49166', 'Q114507228', 'Q131272', 'Q44796510', 'Q178885', 'Q1052811']"
U6155,"['Q762', 'Q82884']"
U6156,"['Q15235674', 'Q20671646', 'Q25338']"
U6157,"['Q492', 'Q15955568', 'Q37566859', 'Q76557']"
U6158,"['Q7460754', 'Q2085381', 'Q8337', 'Q12826225', 'Q16266633', 'Q6453423', 'Q14936243', 'Q17321844', 'Q83155', 'Q71598109', 'Q21', 'Q106039', 'Q2267287', 'Q2886622', 'Q236848', 'Q204170']"
U6159,"['Q18142088', 'Q132821', 'Q20', 'Q338221', 'Q31615', 'Q724', 'Q183240', 'Q686822', 'Q452281', 'Q16515248']"
U6160,"['Q106039', 'Q178885', 'Q278818']"
U6161,"['Q8078', 'Q1746546', 'Q104805134']"
U6162,"['Q43238', 'Q215616']"
U6163,['Q6417253']
U6164,"['Q34006', 'Q12133856', 'Q1837775', 'Q5883031', 'Q16277237', 'Q24251425', 'Q52892', 'Q40130360', 'Q15080511', 'Q102341']"
U6165,"['Q35000', 'Q1475036', 'Q4421', 'Q1561114', 'Q58137528', 'Q328804']"
U6166,"['Q157031', 'Q80702', 'Q34981', 'Q52347', 'Q23595', 'Q289355', 'Q318', 'Q5292', 'Q2071101', 'Q23556', 'Q113279159', 'Q699242', 'Q2259848', 'Q1574206', 'Q35744275']"
U6167,"['Q273613', 'Q538761', 'Q1475036', 'Q10729326', 'Q914279']"
U6168,"['Q74359', 'Q12213265']"
U6169,"['Q156490', 'Q114755840', 'Q114509025']"
U6170,"['Q10525', 'Q8386', 'Q5139769', 'Q16865079', 'Q5435118']"
U6171,"['Q16938807', 'Q2']"
U6172,['Q145']
U6173,['Q571']
U6174,"['Q2468262', 'Q21146008']"
U6175,"['Q503354', 'Q5686', 'Q626756', 'Q30', 'Q2979']"
U6176,"['Q41491835', 'Q40435', 'Q14912856', 'Q5171572', 'Q18914832', 'Q1007046', 'Q893055', 'Q212593', 'Q96870826', 'Q7988104', 'Q876323']"
U6177,['Q177053']
U6178,"['Q126796', 'Q6927', 'Q184366', 'Q75377155', 'Q2446790', 'Q204868']"
U6179,['Q49114']
U6180,"['Q47455774', 'Q2796032', 'Q1538721', 'Q1860']"
U6181,"['Q19839064', 'Q15789615', 'Q116258888', 'Q1475036']"
U6182,"['Q170065', 'Q846570']"
U6183,"['Q407541', 'Q864928', 'Q477125', 'Q106773373', 'Q25107', 'Q319221', 'Q52474']"
U6184,[]
U6185,"['Q3559240', 'Q41', 'Q16554', 'Q18813', 'Q33979', 'Q1991779', 'Q1845', 'Q64574228', 'Q39297', 'Q1559603', 'Q37199827']"
U6186,"['Q15846578', 'Q302', 'Q33979', 'Q5662931']"
U6187,"['Q191290', 'Q40843', 'Q911807', 'Q837116', 'Q30', 'Q683', 'Q103859137', 'Q2293', 'Q61', 'Q145']"
U6188,"['Q188', 'Q80786597']"
U6189,"['Q98102749', 'Q116258888', 'Q336']"
U6190,"['Q5759123', 'Q12829182', 'Q170984']"
U6191,"['Q1209716', 'Q3884', 'Q2086185', 'Q241625']"
U6192,['Q333173']
U6193,"['Q1250916', 'Q898700', 'Q1227']"
U6194,"['Q177414', 'Q3031', 'Q19809']"
U6195,"['Q283', 'Q12171', 'Q64359916', 'Q19814', 'Q114539676', 'Q511731', 'Q195', 'Q13300', 'Q214426', 'Q495826', 'Q15897419', 'Q23739', 'Q230586']"
U6196,"['Q4653', 'Q35610', 'Q187349', 'Q1762298']"
U6197,"['Q287', 'Q145']"
U6198,"['Q67247713', 'Q50808462', 'Q967236', 'Q47607', 'Q201', 'Q112620247', 'Q114549539', 'Q205892', 'Q1121708']"
U6199,[]
U6200,"['Q185118', 'Q483034', 'Q130283']"
U6201,"['Q74359', 'Q892']"
U6202,"['Q785351', 'Q106465', 'Q3274227', 'Q18452680', 'Q817393']"
U6203,"['Q21581258', 'Q18419']"
U6204,"['Q12826225', 'Q390074', 'Q114965273']"
U6205,"['Q276407', 'Q1475036', 'Q298827', 'Q1344', 'Q2257760']"
U6206,"['Q654945', 'Q18336566', 'Q1588467', 'Q45097531']"
U6207,[]
U6208,"['Q3480335', 'Q16870804', 'Q15274593', 'Q108482759', 'Q49084', 'Q51671', 'Q93190', 'Q1190601', 'Q2037404']"
U6209,"['Q108515', 'Q41298', 'Q102176666', 'Q7342147', 'Q19276640', 'Q18581949', 'Q9696', 'Q87773739', 'Q728617', 'Q1559143', 'Q846570', 'Q876323', 'Q6388081', 'Q5292', 'Q3290177', 'Q290581', 'Q11312317', 'Q23675135', 'Q355125', 'Q355300', 'Q112547492', 'Q381732', 'Q106541650', 'Q5151', 'Q35694', 'Q16113969']"
U6210,"['Q131505', 'Q5043', 'Q52834024']"
